date,nation,player,position,age,current_ability,condition,injured
2026-06-10,Netherlands,Netherlands Player 25,ATT,29,139.8,0.871,1
2026-06-10,Netherlands,Netherlands Player 26,ATT,26,145.7,0.842,0
2026-06-10,New Zealand,New Zealand Player 1,GK,28,138.9,0.86,0
2026-06-10,New Zealand,New Zealand Player 2,GK,25,126.5,0.895,0
2026-06-10,New Zealand,New Zealand Player 3,GK,24,129.1,0.923,0
2026-06-10,New Zealand,New Zealand Player 4,DEF,24,129.3,0.969,0
2026-06-10,New Zealand,New Zealand Player 5,DEF,26,128.6,0.863,0
2026-06-10,New Zealand,New Zealand Player 6,DEF,20,124.7,0.867,0
2026-06-10,New Zealand,New Zealand Player 7,DEF,27,127.5,0.971,0
2026-06-10,New Zealand,New Zealand Player 8,DEF,25,129.3,0.852,0
2026-06-10,New Zealand,New Zealand Player 9,DEF,19,128.6,0.942,0
2026-06-10,New Zealand,New Zealand Player 10,DEF,25,114.8,0.924,0
2026-06-10,New Zealand,New Zealand Player 11,DEF,25,125.6,0.947,0
2026-06-10,New Zealand,New Zealand Player 12,MID,29,125.0,0.922,1
2026-06-10,New Zealand,New Zealand Player 13,MID,28,117.0,0.894,0
2026-06-10,New Zealand,New Zealand Player 14,MID,30,121.7,0.904,0
2026-06-10,New Zealand,New Zealand Player 15,MID,22,126.7,0.976,0
2026-06-10,New Zealand,New Zealand Player 16,MID,30,114.9,0.914,0
2026-06-10,New Zealand,New Zealand Player 17,MID,28,126.2,0.821,0
2026-06-10,New Zealand,New Zealand Player 18,MID,27,119.0,0.946,0
2026-06-10,New Zealand,New Zealand Player 19,MID,30,118.4,0.911,0
2026-06-10,New Zealand,New Zealand Player 20,ATT,25,116.3,0.942,0
2026-06-10,New Zealand,New Zealand Player 21,ATT,25,112.1,0.918,0
2026-06-10,New Zealand,New Zealand Player 22,ATT,20,116.9,0.966,0
2026-06-10,New Zealand,New Zealand Player 23,ATT,27,109.2,0.927,0
2026-06-10,New Zealand,New Zealand Player 24,ATT,30,109.2,0.945,0
2026-06-10,New Zealand,New Zealand Player 25,ATT,25,112.4,0.854,0
2026-06-10,New Zealand,New Zealand Player 26,ATT,29,106.8,0.865,0
2026-06-10,Norway,Norway Player 1,GK,27,137.7,0.887,0
2026-06-10,Norway,Norway Player 2,GK,29,158.8,0.945,0
2026-06-10,Norway,Norway Player 3,GK,29,159.8,0.886,1
2026-06-10,Norway,Norway Player 4,DEF,28,149.4,0.923,0
2026-06-10,Norway,Norway Player 5,DEF,27,150.3,0.929,0
2026-06-10,Norway,Norway Player 6,DEF,23,157.3,0.922,0
2026-06-10,Norway,Norway Player 7,DEF,19,155.3,0.872,0
2026-06-10,Norway,Norway Player 8,DEF,25,146.8,0.884,0
2026-06-10,Norway,Norway Player 9,DEF,29,162.4,0.889,0
2026-06-10,Norway,Norway Player 10,DEF,33,139.6,0.93,0
2026-06-10,Norway,Norway Player 11,DEF,26,138.0,0.892,0
2026-06-10,Norway,Norway Player 12,MID,27,154.8,0.895,0
2026-06-10,Norway,Norway Player 13,MID,29,148.8,0.913,0
2026-06-10,Norway,Norway Player 14,MID,30,146.1,0.849,0
2026-06-10,Norway,Norway Player 15,MID,23,133.2,0.953,0
2026-06-10,Norway,Norway Player 16,MID,24,140.7,1.0,0
2026-06-10,Norway,Norway Player 17,MID,26,143.7,0.972,0
2026-06-10,Norway,Norway Player 18,MID,30,135.2,0.955,0
2026-06-10,Norway,Norway Player 19,MID,24,143.5,1.0,0
2026-06-10,Norway,Norway Player 20,ATT,30,137.9,0.859,0
2026-06-10,Norway,Norway Player 21,ATT,23,137.3,0.999,0
2026-06-10,Norway,Norway Player 22,ATT,28,140.9,0.934,0
2026-06-10,Norway,Norway Player 23,ATT,27,131.4,0.983,0
2026-06-10,Norway,Norway Player 24,ATT,31,134.5,0.956,0
2026-06-10,Norway,Norway Player 25,ATT,23,145.0,1.0,0
2026-06-10,Norway,Norway Player 26,ATT,22,129.7,0.832,1
2026-06-10,Panama,Panama Player 1,GK,23,135.1,0.895,1
2026-06-10,Panama,Panama Player 2,GK,28,150.8,0.895,0
2026-06-10,Panama,Panama Player 3,GK,24,139.9,0.909,0
2026-06-10,Panama,Panama Player 4,DEF,29,137.4,0.915,0
2026-06-10,Panama,Panama Player 5,DEF,31,149.8,0.999,0
2026-06-10,Panama,Panama Player 6,DEF,26,133.1,0.879,0
2026-06-10,Panama,Panama Player 7,DEF,22,142.5,0.931,0
2026-06-10,Panama,Panama Player 8,DEF,26,142.2,0.968,0
2026-06-10,Panama,Panama Player 9,DEF,29,138.3,0.904,0
2026-06-10,Panama,Panama Player 10,DEF,27,132.2,0.932,0
2026-06-10,Panama,Panama Player 11,DEF,28,134.9,0.922,0
2026-06-10,Panama,Panama Player 12,MID,35,138.4,0.94,0
2026-06-10,Panama,Panama Player 13,MID,30,136.1,0.949,0
2026-06-10,Panama,Panama Player 14,MID,28,124.4,0.862,0
2026-06-10,Panama,Panama Player 15,MID,26,134.9,0.919,0
2026-06-10,Panama,Panama Player 16,MID,24,133.7,0.832,0
2026-06-10,Panama,Panama Player 17,MID,22,130.1,0.926,1
2026-06-10,Panama,Panama Player 18,MID,27,118.7,0.879,0
2026-06-10,Panama,Panama Player 19,MID,28,129.9,0.854,0
2026-06-10,Panama,Panama Player 20,ATT,26,137.2,0.949,0
2026-06-10,Panama,Panama Player 21,ATT,28,123.9,0.911,0
2026-06-10,Panama,Panama Player 22,ATT,25,114.5,0.921,0
2026-06-10,Panama,Panama Player 23,ATT,28,129.2,1.0,0
2026-06-10,Panama,Panama Player 24,ATT,33,128.5,0.92,0
2026-06-10,Panama,Panama Player 25,ATT,27,127.0,0.919,0
2026-06-10,Panama,Panama Player 26,ATT,24,117.8,0.946,0
2026-06-10,Paraguay,Paraguay Player 1,GK,31,164.7,0.924,0
2026-06-10,Paraguay,Paraguay Player 2,GK,22,163.3,0.946,0
2026-06-10,Paraguay,Paraguay Player 3,GK,28,138.7,0.94,0
2026-06-10,Paraguay,Paraguay Player 4,DEF,30,142.4,0.799,0
2026-06-10,Paraguay,Paraguay Player 5,DEF,25,151.0,0.886,0
2026-06-10,Paraguay,Paraguay Player 6,DEF,25,141.4,0.943,0
2026-06-10,Paraguay,Paraguay Player 7,DEF,25,140.9,0.908,0
2026-06-10,Paraguay,Paraguay Player 8,DEF,26,140.2,0.925,0
2026-06-10,Paraguay,Paraguay Player 9,DEF,27,145.9,0.946,0
2026-06-10,Paraguay,Paraguay Player 10,DEF,27,134.3,0.916,0
2026-06-10,Paraguay,Paraguay Player 11,DEF,29,149.5,0.905,0
2026-06-10,Paraguay,Paraguay Player 12,MID,28,139.6,0.976,0
2026-06-10,Paraguay,Paraguay Player 13,MID,24,135.0,0.962,0
2026-06-10,Paraguay,Paraguay Player 14,MID,24,145.8,0.934,0
2026-06-10,Paraguay,Paraguay Player 15,MID,24,139.9,0.878,1
2026-06-10,Paraguay,Paraguay Player 16,MID,27,137.3,0.928,0
2026-06-10,Paraguay,Paraguay Player 17,MID,20,130.7,0.949,0
2026-06-10,Paraguay,Paraguay Player 18,MID,29,146.3,0.982,0
2026-06-10,Paraguay,Paraguay Player 19,MID,27,142.4,0.896,0
2026-06-10,Paraguay,Paraguay Player 20,ATT,26,131.8,0.891,0
2026-06-10,Paraguay,Paraguay Player 21,ATT,21,122.2,0.96,0
2026-06-10,Paraguay,Paraguay Player 22,ATT,29,132.3,0.939,0
2026-06-10,Paraguay,Paraguay Player 23,ATT,25,125.5,0.991,0
2026-06-10,Paraguay,Paraguay Player 24,ATT,32,124.2,0.884,0
2026-06-10,Paraguay,Paraguay Player 25,ATT,29,133.0,0.883,0
2026-06-10,Paraguay,Paraguay Player 26,ATT,24,131.6,0.892,0
2026-06-10,Portugal,Portugal Player 1,GK,26,157.5,0.866,0
2026-06-10,Portugal,Portugal Player 2,GK,31,164.1,0.892,0
2026-06-10,Portugal,Portugal Player 3,GK,25,159.9,0.948,0
2026-06-10,Portugal,Portugal Player 4,DEF,29,161.9,0.88,0
2026-06-10,Portugal,Portugal Player 5,DEF,23,159.1,0.937,0
2026-06-10,Portugal,Portugal Player 6,DEF,22,159.0,0.915,0
2026-06-10,Portugal,Portugal Player 7,DEF,24,166.7,0.946,0
2026-06-10,Portugal,Portugal Player 8,DEF,24,156.3,0.915,0
2026-06-10,Portugal,Portugal Player 9,DEF,20,153.5,0.911,0
2026-06-10,Portugal,Portugal Player 10,DEF,27,148.1,0.951,0
2026-06-10,Portugal,Portugal Player 11,DEF,30,150.9,0.898,0
2026-06-10,Portugal,Portugal Player 12,MID,29,154.5,0.869,0
2026-06-10,Portugal,Portugal Player 13,MID,24,143.5,0.853,0
2026-06-10,Portugal,Portugal Player 14,MID,32,148.1,0.909,0
2026-06-10,Portugal,Portugal Player 15,MID,22,151.3,0.942,0
2026-06-10,Portugal,Portugal Player 16,MID,27,147.2,0.961,0
2026-06-10,Portugal,Portugal Player 17,MID,25,157.4,0.927,0
2026-06-10,Portugal,Portugal Player 18,MID,29,155.1,0.946,0
2026-06-10,Portugal,Portugal Player 19,MID,30,141.4,0.855,0
2026-06-10,Portugal,Portugal Player 20,ATT,30,153.9,0.937,0
2026-06-10,Portugal,Portugal Player 21,ATT,26,148.9,0.96,0
2026-06-10,Portugal,Portugal Player 22,ATT,29,151.8,0.968,0
2026-06-10,Portugal,Portugal Player 23,ATT,29,154.5,0.885,0
2026-06-10,Portugal,Portugal Player 24,ATT,27,134.0,0.925,0
2026-06-10,Portugal,Portugal Player 25,ATT,22,142.7,0.833,0
2026-06-10,Portugal,Portugal Player 26,ATT,26,141.7,0.958,0
2026-06-10,Qatar,Qatar Player 1,GK,29,119.8,0.903,0
2026-06-10,Qatar,Qatar Player 2,GK,28,114.1,0.945,1
2026-06-10,Qatar,Qatar Player 3,GK,19,110.1,0.951,0
2026-06-10,Qatar,Qatar Player 4,DEF,25,109.2,0.848,0
2026-06-10,Qatar,Qatar Player 5,DEF,25,107.5,0.884,0
2026-06-10,Qatar,Qatar Player 6,DEF,28,108.7,0.974,0
2026-06-10,Qatar,Qatar Player 7,DEF,28,118.0,0.872,0
2026-06-10,Qatar,Qatar Player 8,DEF,29,114.3,0.903,0
2026-06-10,Qatar,Qatar Player 9,DEF,20,111.6,0.917,0
2026-06-10,Qatar,Qatar Player 10,DEF,27,107.5,0.9,0
2026-06-10,Qatar,Qatar Player 11,DEF,22,100.3,0.868,0
2026-06-10,Qatar,Qatar Player 12,MID,29,101.6,0.926,0
2026-06-10,Qatar,Qatar Player 13,MID,33,110.5,0.9,0
2026-06-10,Qatar,Qatar Player 14,MID,18,101.1,0.925,0
2026-06-10,Qatar,Qatar Player 15,MID,33,96.2,0.896,0
2026-06-10,Qatar,Qatar Player 16,MID,31,99.4,0.848,0
2026-06-10,Qatar,Qatar Player 17,MID,32,114.0,0.91,0
2026-06-10,Qatar,Qatar Player 18,MID,25,100.1,0.899,0
2026-06-10,Qatar,Qatar Player 19,MID,24,88.5,0.875,0
2026-06-10,Qatar,Qatar Player 20,ATT,27,96.4,0.927,0
2026-06-10,Qatar,Qatar Player 21,ATT,25,103.0,0.883,0
2026-06-10,Qatar,Qatar Player 22,ATT,30,98.5,0.805,0
2026-06-10,Qatar,Qatar Player 23,ATT,28,106.1,0.947,1
2026-06-10,Qatar,Qatar Player 24,ATT,30,102.6,0.965,1
2026-06-10,Qatar,Qatar Player 25,ATT,26,86.8,0.962,0
2026-06-10,Qatar,Qatar Player 26,ATT,23,105.7,0.877,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 1,GK,30,130.8,0.88,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 2,GK,25,123.0,0.942,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 3,GK,27,120.4,0.922,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 4,DEF,29,122.9,0.915,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 5,DEF,26,126.7,0.89,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 6,DEF,30,112.1,0.9,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 7,DEF,26,125.0,0.964,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 8,DEF,28,123.8,0.958,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 9,DEF,32,127.2,0.895,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 10,DEF,30,120.7,0.809,1
2026-06-10,Saudi Arabia,Saudi Arabia Player 11,DEF,28,120.9,0.932,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 12,MID,26,116.2,0.886,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 13,MID,28,124.1,0.931,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 14,MID,28,123.2,0.959,1
2026-06-10,Saudi Arabia,Saudi Arabia Player 15,MID,27,114.4,1.0,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 16,MID,31,109.4,0.935,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 17,MID,22,114.0,0.844,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 18,MID,27,110.7,0.956,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 19,MID,29,110.2,0.967,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 20,ATT,27,106.2,0.928,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 21,ATT,22,122.2,0.913,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 22,ATT,30,104.9,0.878,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 23,ATT,30,104.0,1.0,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 24,ATT,28,112.0,0.896,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 25,ATT,25,107.8,0.912,0
2026-06-10,Saudi Arabia,Saudi Arabia Player 26,ATT,27,107.7,0.915,0
2026-06-10,Scotland,Scotland Player 1,GK,31,145.2,0.897,0
2026-06-10,Scotland,Scotland Player 2,GK,26,147.6,0.961,0
2026-06-10,Scotland,Scotland Player 3,GK,24,143.5,0.891,0
2026-06-10,Scotland,Scotland Player 4,DEF,32,136.0,0.926,0
2026-06-10,Scotland,Scotland Player 5,DEF,30,140.4,0.865,0
2026-06-10,Scotland,Scotland Player 6,DEF,29,137.8,0.902,0
2026-06-10,Scotland,Scotland Player 7,DEF,27,134.6,0.948,0
2026-06-10,Scotland,Scotland Player 8,DEF,23,129.0,0.898,0
2026-06-10,Scotland,Scotland Player 9,DEF,29,124.2,0.974,1
2026-06-10,Scotland,Scotland Player 10,DEF,25,123.2,0.879,0
2026-06-10,Scotland,Scotland Player 11,DEF,27,134.6,0.907,0
2026-06-10,Scotland,Scotland Player 12,MID,25,138.5,0.954,0
2026-06-10,Scotland,Scotland Player 13,MID,26,134.8,0.982,0
2026-06-10,Scotland,Scotland Player 14,MID,31,123.5,0.843,0
2026-06-10,Scotland,Scotland Player 15,MID,26,109.5,0.951,0
2026-06-10,Scotland,Scotland Player 16,MID,28,131.0,0.86,0
2026-06-10,Scotland,Scotland Player 17,MID,35,145.0,0.923,0
2026-06-10,Scotland,Scotland Player 18,MID,29,121.7,0.9,0
2026-06-10,Scotland,Scotland Player 19,MID,28,124.6,0.918,1
2026-06-10,Scotland,Scotland Player 20,ATT,25,133.8,0.896,0
2026-06-10,Scotland,Scotland Player 21,ATT,25,119.1,0.948,0
2026-06-10,Scotland,Scotland Player 22,ATT,23,126.9,0.841,0
2026-06-10,Scotland,Scotland Player 23,ATT,31,124.9,0.972,0
2026-06-10,Scotland,Scotland Player 24,ATT,29,130.9,1.0,1
2026-06-10,Scotland,Scotland Player 25,ATT,35,130.0,0.988,1
2026-06-10,Scotland,Scotland Player 26,ATT,28,136.2,0.899,0
2026-06-10,Senegal,Senegal Player 1,GK,30,145.7,0.915,0
2026-06-10,Senegal,Senegal Player 2,GK,26,140.6,0.919,0
2026-06-10,Senegal,Senegal Player 3,GK,21,153.8,0.958,0
2026-06-10,Senegal,Senegal Player 4,DEF,25,142.3,1.0,0
2026-06-10,Senegal,Senegal Player 5,DEF,22,147.3,0.868,0
2026-06-10,Senegal,Senegal Player 6,DEF,31,145.4,0.926,0
2026-06-10,Senegal,Senegal Player 7,DEF,34,146.8,0.876,0
2026-06-10,Senegal,Senegal Player 8,DEF,28,143.0,0.948,0
2026-06-10,Senegal,Senegal Player 9,DEF,33,146.2,0.855,0
2026-06-10,Senegal,Senegal Player 10,DEF,29,145.0,0.985,0
2026-06-10,Senegal,Senegal Player 11,DEF,21,146.8,0.904,0
2026-06-10,Senegal,Senegal Player 12,MID,30,134.7,0.866,0
2026-06-10,Senegal,Senegal Player 13,MID,29,138.9,0.89,0
2026-06-10,Senegal,Senegal Player 14,MID,29,132.4,0.947,0
2026-06-10,Senegal,Senegal Player 15,MID,28,133.8,0.934,0
2026-06-10,Senegal,Senegal Player 16,MID,24,140.6,0.981,0
2026-06-10,Senegal,Senegal Player 17,MID,24,132.7,0.924,0
2026-06-10,Senegal,Senegal Player 18,MID,30,148.2,0.899,0
2026-06-10,Senegal,Senegal Player 19,MID,24,133.7,0.897,0
2026-06-10,Senegal,Senegal Player 20,ATT,30,129.1,0.969,0
2026-06-10,Senegal,Senegal Player 21,ATT,21,131.9,0.925,0
2026-06-10,Senegal,Senegal Player 22,ATT,21,130.6,0.892,0
2026-06-10,Senegal,Senegal Player 23,ATT,26,136.4,0.946,0
2026-06-10,Senegal,Senegal Player 24,ATT,25,131.9,0.942,0
2026-06-10,Senegal,Senegal Player 25,ATT,23,130.3,0.88,0
2026-06-10,Senegal,Senegal Player 26,ATT,21,122.1,0.921,0
2026-06-10,South Africa,South Africa Player 1,GK,18,119.9,0.964,0
2026-06-10,South Africa,South Africa Player 2,GK,28,106.6,0.899,0
2026-06-10,South Africa,South Africa Player 3,GK,26,127.6,0.94,0
2026-06-10,South Africa,South Africa Player 4,DEF,30,131.0,0.951,0
2026-06-10,South Africa,South Africa Player 5,DEF,22,122.0,0.931,0
2026-06-10,South Africa,South Africa Player 6,DEF,25,116.3,0.969,0
2026-06-10,South Africa,South Africa Player 7,DEF,27,119.2,0.942,0
2026-06-10,South Africa,South Africa Player 8,DEF,23,120.2,0.998,0
2026-06-10,South Africa,South Africa Player 9,DEF,30,108.2,0.993,0
2026-06-10,South Africa,South Africa Player 10,DEF,26,121.4,0.99,0
2026-06-10,South Africa,South Africa Player 11,DEF,23,121.3,0.91,0
2026-06-10,South Africa,South Africa Player 12,MID,25,106.2,0.901,0
2026-06-10,South Africa,South Africa Player 13,MID,23,124.6,0.838,0
2026-06-10,South Africa,South Africa Player 14,MID,27,115.0,0.952,0
2026-06-10,South Africa,South Africa Player 15,MID,32,110.2,0.944,0
2026-06-10,South Africa,South Africa Player 16,MID,31,111.1,0.908,0
2026-06-10,South Africa,South Africa Player 17,MID,23,109.2,0.856,0
2026-06-10,South Africa,South Africa Player 18,MID,26,114.6,0.903,0
2026-06-10,South Africa,South Africa Player 19,MID,26,106.3,0.883,0
2026-06-10,South Africa,South Africa Player 20,ATT,26,126.5,0.905,0
2026-06-10,South Africa,South Africa Player 21,ATT,26,103.3,0.95,0
2026-06-10,South Africa,South Africa Player 22,ATT,27,112.4,0.916,0
2026-06-10,South Africa,South Africa Player 23,ATT,24,112.4,0.988,0
2026-06-10,South Africa,South Africa Player 24,ATT,23,106.8,0.991,0
2026-06-10,South Africa,South Africa Player 25,ATT,32,100.1,0.915,0
2026-06-10,South Africa,South Africa Player 26,ATT,28,101.8,0.992,0
2026-06-10,South Korea,South Korea Player 1,GK,24,147.8,0.973,1
2026-06-10,South Korea,South Korea Player 2,GK,31,140.7,0.93,0
2026-06-10,South Korea,South Korea Player 3,GK,28,144.0,0.844,0
2026-06-10,South Korea,South Korea Player 4,DEF,30,148.1,0.917,0
2026-06-10,South Korea,South Korea Player 5,DEF,23,146.0,0.988,0
2026-06-10,South Korea,South Korea Player 6,DEF,34,135.2,0.905,0
2026-06-10,South Korea,South Korea Player 7,DEF,29,134.7,0.933,0
2026-06-10,South Korea,South Korea Player 8,DEF,26,131.4,0.947,0
2026-06-10,South Korea,South Korea Player 9,DEF,28,132.7,0.889,0
2026-06-10,South Korea,South Korea Player 10,DEF,28,131.9,0.824,0
2026-06-10,South Korea,South Korea Player 11,DEF,27,129.5,0.992,0
2026-06-10,South Korea,South Korea Player 12,MID,21,143.1,0.866,0
2026-06-10,South Korea,South Korea Player 13,MID,32,147.6,0.87,0
2026-06-10,South Korea,South Korea Player 14,MID,22,130.3,1.0,0
2026-06-10,South Korea,South Korea Player 15,MID,26,134.2,0.887,0
2026-06-10,South Korea,South Korea Player 16,MID,28,132.7,0.905,1
2026-06-10,South Korea,South Korea Player 17,MID,27,132.7,0.9,0
2026-06-10,South Korea,South Korea Player 18,MID,28,130.9,0.912,0
2026-06-10,South Korea,South Korea Player 19,MID,26,135.3,0.847,0
2026-06-10,South Korea,South Korea Player 20,ATT,29,131.5,0.895,0
2026-06-10,South Korea,South Korea Player 21,ATT,30,125.1,0.939,0
2026-06-10,South Korea,South Korea Player 22,ATT,19,131.7,0.864,0
2026-06-10,South Korea,South Korea Player 23,ATT,21,132.0,1.0,0
2026-06-10,South Korea,South Korea Player 24,ATT,23,118.4,0.878,0
2026-06-10,South Korea,South Korea Player 25,ATT,27,116.9,0.91,0
2026-06-10,South Korea,South Korea Player 26,ATT,29,123.5,0.936,0
2026-06-10,Spain,Spain Player 1,GK,31,182.1,0.927,0
2026-06-10,Spain,Spain Player 2,GK,21,177.5,0.937,0
2026-06-10,Spain,Spain Player 3,GK,30,180.8,0.944,0
2026-06-10,Spain,Spain Player 4,DEF,32,171.9,0.934,0
2026-06-10,Spain,Spain Player 5,DEF,31,176.1,0.951,0
2026-06-10,Spain,Spain Player 6,DEF,31,182.0,0.984,0
2026-06-10,Spain,Spain Player 7,DEF,30,179.8,0.968,0
2026-06-10,Spain,Spain Player 8,DEF,27,181.8,0.815,0
2026-06-10,Spain,Spain Player 9,DEF,24,180.9,0.915,0
2026-06-10,Spain,Spain Player 10,DEF,27,179.8,0.956,0
2026-06-10,Spain,Spain Player 11,DEF,29,172.5,0.905,0
2026-06-10,Spain,Spain Player 12,MID,32,176.9,0.892,0
2026-06-10,Spain,Spain Player 13,MID,24,152.9,0.885,0
2026-06-10,Spain,Spain Player 14,MID,22,171.1,0.969,0
2026-06-10,Spain,Spain Player 15,MID,28,167.5,0.828,0
2026-06-10,Spain,Spain Player 16,MID,24,170.1,0.844,0
2026-06-10,Spain,Spain Player 17,MID,29,175.9,0.931,0
2026-06-10,Spain,Spain Player 18,MID,27,155.1,0.847,0
2026-06-10,Spain,Spain Player 19,MID,29,167.3,0.971,1
2026-06-10,Spain,Spain Player 20,ATT,29,155.4,0.895,0
2026-06-10,Spain,Spain Player 21,ATT,22,157.0,0.861,0
2026-06-10,Spain,Spain Player 22,ATT,27,170.7,0.924,0
2026-06-10,Spain,Spain Player 23,ATT,23,170.6,0.933,0
2026-06-10,Spain,Spain Player 24,ATT,23,154.4,0.932,0
2026-06-10,Spain,Spain Player 25,ATT,31,157.2,0.913,0
2026-06-10,Spain,Spain Player 26,ATT,30,155.5,0.953,0
2026-06-10,Sweden,Sweden Player 1,GK,28,146.7,0.936,0
2026-06-10,Sweden,Sweden Player 2,GK,28,133.0,0.887,1
2026-06-10,Sweden,Sweden Player 3,GK,24,136.0,0.933,0
2026-06-10,Sweden,Sweden Player 4,DEF,29,136.5,0.866,0
2026-06-10,Sweden,Sweden Player 5,DEF,20,135.4,0.921,0
2026-06-10,Sweden,Sweden Player 6,DEF,26,132.8,0.839,0
2026-06-10,Sweden,Sweden Player 7,DEF,33,132.4,0.903,0
2026-06-10,Sweden,Sweden Player 8,DEF,28,131.6,1.0,0
2026-06-10,Sweden,Sweden Player 9,DEF,24,123.4,0.965,0
2026-06-10,Sweden,Sweden Player 10,DEF,25,123.6,0.96,0
2026-06-10,Sweden,Sweden Player 11,DEF,27,115.6,0.9,0
2026-06-10,Sweden,Sweden Player 12,MID,26,126.0,0.944,0
2026-06-10,Sweden,Sweden Player 13,MID,31,122.0,0.915,0
2026-06-10,Sweden,Sweden Player 14,MID,32,132.0,0.867,0
2026-06-10,Sweden,Sweden Player 15,MID,30,129.8,0.942,0
2026-06-10,Sweden,Sweden Player 16,MID,25,118.9,0.91,0
2026-06-10,Sweden,Sweden Player 17,MID,21,117.9,0.898,0
2026-06-10,Sweden,Sweden Player 18,MID,32,131.2,0.886,0
2026-06-10,Sweden,Sweden Player 19,MID,25,115.8,0.942,0
2026-06-10,Sweden,Sweden Player 20,ATT,30,123.3,0.919,0
2026-06-10,Sweden,Sweden Player 21,ATT,29,116.6,0.912,0
2026-06-10,Sweden,Sweden Player 22,ATT,24,111.7,0.953,0
2026-06-10,Sweden,Sweden Player 23,ATT,24,128.8,0.904,0
2026-06-10,Sweden,Sweden Player 24,ATT,28,111.7,0.916,0
2026-06-10,Sweden,Sweden Player 25,ATT,30,116.2,0.96,0
2026-06-10,Sweden,Sweden Player 26,ATT,26,106.7,0.892,0
2026-06-10,Switzerland,Switzerland Player 1,GK,30,155.8,0.82,0
2026-06-10,Switzerland,Switzerland Player 2,GK,27,173.0,0.997,0
2026-06-10,Switzerland,Switzerland Player 3,GK,27,151.5,0.878,0
2026-06-10,Switzerland,Switzerland Player 4,DEF,26,146.0,0.909,0
2026-06-10,Switzerland,Switzerland Player 5,DEF,23,150.3,0.909,1
2026-06-10,Switzerland,Switzerland Player 6,DEF,23,148.1,0.828,0
2026-06-10,Switzerland,Switzerland Player 7,DEF,29,154.0,0.965,0
2026-06-10,Switzerland,Switzerland Player 8,DEF,28,149.8,0.911,0
2026-06-10,Switzerland,Switzerland Player 9,DEF,27,142.8,0.987,0
2026-06-10,Switzerland,Switzerland Player 10,DEF,22,151.0,0.896,0
2026-06-10,Switzerland,Switzerland Player 11,DEF,24,139.8,0.941,0
2026-06-10,Switzerland,Switzerland Player 12,MID,27,143.4,0.878,0
2026-06-10,Switzerland,Switzerland Player 13,MID,30,147.1,0.835,0
2026-06-10,Switzerland,Switzerland Player 14,MID,26,152.2,0.949,0
2026-06-10,Switzerland,Switzerland Player 15,MID,28,143.4,0.926,0
2026-06-10,Switzerland,Switzerland Player 16,MID,24,130.3,0.935,0
2026-06-10,Switzerland,Switzerland Player 17,MID,21,140.4,0.966,0
2026-06-10,Switzerland,Switzerland Player 18,MID,25,138.2,0.886,0
2026-06-10,Switzerland,Switzerland Player 19,MID,26,145.5,0.925,0
2026-06-10,Switzerland,Switzerland Player 20,ATT,26,139.9,0.857,0
2026-06-10,Switzerland,Switzerland Player 21,ATT,30,139.1,0.961,0
2026-06-10,Switzerland,Switzerland Player 22,ATT,27,140.6,0.998,0
2026-06-10,Switzerland,Switzerland Player 23,ATT,28,148.0,0.896,0
2026-06-10,Switzerland,Switzerland Player 24,ATT,27,132.5,0.945,0
2026-06-10,Switzerland,Switzerland Player 25,ATT,25,137.0,0.908,0
2026-06-10,Switzerland,Switzerland Player 26,ATT,28,140.8,0.891,0
2026-06-10,Tunisia,Tunisia Player 1,GK,22,136.4,0.876,0
2026-06-10,Tunisia,Tunisia Player 2,GK,27,139.2,0.96,0
2026-06-10,Tunisia,Tunisia Player 3,GK,30,128.2,0.943,0
2026-06-10,Tunisia,Tunisia Player 4,DEF,34,120.1,0.935,0
2026-06-10,Tunisia,Tunisia Player 5,DEF,30,132.7,0.923,0
2026-06-10,Tunisia,Tunisia Player 6,DEF,28,127.4,0.929,0
2026-06-10,Tunisia,Tunisia Player 7,DEF,28,127.2,0.955,0
2026-06-10,Tunisia,Tunisia Player 8,DEF,26,123.4,0.936,0
2026-06-10,Tunisia,Tunisia Player 9,DEF,27,125.8,0.903,0
